Column1,Column2,Column3
@NNealWhitefield,@NNealWhitefield,Tweet
@Young_Optimism,@witchyvibe,RT
@LeviAMiles,@NyleDiMarco,RT
@loellinz,@StephenAtHome,RT
@macg0877,@SethMacFarlane,RT
@bdgrogan,@AIIAmericanGirI,RT
@RoseWhitfield90,@danpfeiffer,RT
@billtechspring,@migueldeicaza,RT
@ThievingCat,@SJSchauer,RT
@AlexStephs,@SethMacFarlane,RT
@KateCAnders,@goldengateblond,RT
@SpanglishGuiri,@lisamurkowski,Reply
@SpanglishGuiri,@SenatorCollins,Mention
@mzz_tracy,@AmyMek,RT
@agetchel87,@KamalaHarris,RT
@AcaciaSkye,@catvalente,RT
@IsaiahIsReal_,@SethMacFarlane,RT
@OldSalt1776,@The_Dailey,RT
@OldSalt1776,@BetsyDeVos,Mention
@DebraRoy,@pattonoswalt,RT
@BeautybyLeRenda,@OurRevolution,RT
@Bemcdon01Sr,@StephenAtHome,RT
@LostCause007,@Elizasoul80,RT
@RuneK_15,@UltraViolet,RT
@RuneK_15,@SenateDems,Mention
@LindseyReinache,@SethMacFarlane,RT
@Al36483341,@NormaltonJim,RT
@ozanktarman,@LibyanBentBladi,RT
@ozanktarman,@mi,Mention
@OtherNamowal,@LibyaLiberty,RT
@massedriver,@markpopham,RT
@vanillacokezero,@vanillacokezero,Tweet
@Morning_Coffey,@GeorgeTakei,RT
@kaileybar,@StephenAtHome,RT
@J_Zapata98,@ShiWantsTheC,RT
@alshakhan,@WajahatAli,RT
@madisonkondo,@EdwardTHardy,RT
@BS_VICKERS,@JKH2,RT
@maria_delrusso,@thinkprogress,RT
@JohnWright1952,@YoungDems4Trump,RT
@jules1327,@MrSpock2017,RT
@JOEROWE409,@BigStick2013,RT
@darkjedijr,@RogueNASA,RT
@darkjedijr,@gizmodo,Mention
@DeniseVercosa,@AngryWHStaffer,RT
@taratw,@swingleft,RT
@BackkTooMee,@StephenAtHome,RT
@Im_RISKIN_it,@SethMacFarlane,RT
@SBLDowney,@john_brumjo,Reply
@Figueroa5352,@SenSanders,RT
@wakeupwewon,@VP,Reply
@wakeupwewon,@RepublicanStudy,Mention
@wakeupwewon,@POTUS,Mention
@GigaWalrus,@Jbrous14,Reply
@ingdamnit,@Felix_Clay,RT
@BlairWeddings,@SethMacFarlane,RT
@KendraKenny1,@aDropofReality,RT
@partiallyhannah,@partiallyhannah,Tweet
@hess_92,@saladinahmed,RT
@JustAnotherRich,@SenSanders,RT
@RelentlesslyUU,@campcreek,RT
@nothenrydixon,@ItsDanSheehan,RT
@Beth_Bejcek,@StarTribune,RT
@Beth_Bejcek,@alfranken,Mention
@_sassparilla_,@SethMacFarlane,RT
@alexequalsmoney,@SethMacFarlane,RT
@nikki_oOo,@joseiswriting,RT
@lanabelle9,@stevesilberman,RT
@lanabelle9,@xdelmar59,Mention
@TedRysz3,@SethMacFarlane,RT
@BLRNerd,@Felix_Clay,RT
@ABLolaBean,@yashar,RT
@CountBeth921,@keithboykin,RT
@s9tmt,@MMFlint,RT
@boopkeese,@SethMacFarlane,RT
@AidanKerr3,@SethMacFarlane,RT
@justjansen817,@TribecaFilmIns,RT
@CLAIREJAMIES,@saladinahmed,RT
@AdrianScully13,@revelation16_15,RT
@trikkyfox,@AltNatParkSer,RT
@__UVbeats,@tonyposnanski,RT
@grumpybunny1975,@SethMacFarlane,RT
@rochshelly,@KevinFarzad,RT
@WD6ARC,@WD6ARC,Tweet
@adamcnet,@ChloeBennet4,RT
@maritstiles,@danpfeiffer,RT
@thisisTW,@Elizasoul80,RT
@shawnalaree,@shawnalaree,Tweet
@AltSelfie,@SethMacFarlane,RT
@jwilsonb,@YourAnonNews,RT
@RobMoyerTO,@PersianCeltic,RT
@Eskamlove09,@DrJillStein,Reply
@Eskamlove09,@washingtonpost,Mention
@ph00ligan,@LibyaLiberty,RT
@jhowardrun,@BAMFbunny,RT
@IdahoDeplorable,@TrumpTheHill,RT
@brynnbeard,@BrianWithCheese,RT
@mki_mom,@ALT_DOJ,RT
@mdphilps,@SenToomey,Reply
@J_Zapata98,@JordanUhl,RT
@rgrossley48,@UltraViolet,RT
@rgrossley48,@SenateDems,Mention
@Gigi133N,@AltNatParkSer,RT
@yelyay,@BrendanW73,RT
@BVenditte,@FIRE_THE_FOOL,RT
@toddlerATL,@SenatorIsakson,Reply
@toddlerATL,@sendavidperdue,Mention
@JSiebart,@SethMacFarlane,RT
@AMillerUSA1,@AmyMek,RT
@AmbitiousGurl_1,@StephenAtHome,RT
@macfitte,@CharlesMBlow,RT
@nicolebananatit,@bennydiego,RT
@dianaxsalazar,@Pookstuhh,RT
@TobaZaritsky,@RogueNASA,RT
@TobaZaritsky,@gizmodo,Mention
@TheSkittlesPink,@NyleDiMarco,RT
@hyprncrzy,@jyoungwhite,RT
@Chrissytron5000,@StephenAtHome,RT
@agetchel87,@_AmericasIdiot,RT
@DebFreedomVoice,@ms_erika74,RT
@DebFreedomVoice,@VP,Mention
@DebFreedomVoice,@POTUS,Mention
@Griffith4of10,@YoungDems4Trump,RT
@ogakikayo,@ABCPolitics,RT
@ThePatriotsGame,@JosephKahn,RT
@patseey501,@patseey501,Tweet
@wvstatejournal,@wvstatejournal,Tweet
@ILoveBernie1,@ILoveBernie1,Tweet
@dayy_jay,@theonlyadult,RT
@JustDnoes,@now7grandkids,RT
@MirandizeMe,@ALT_DOJ,RT
@shslpizza,@ALT_DOJ,RT
@jananabanana66,@UltraViolet,RT
@jananabanana66,@SenateDems,Mention
@Melamarsh,@GeorgeTakei,RT
@anakmorse,@anakmorse,Tweet
@victoriav106,@SethMacFarlane,RT
@shellmaven,@GeorgeTakei,RT
@Fabi20966,@Fabi20966,Tweet
@tnitch,@AmyMek,RT
@semirose,@BrianWithCheese,RT
@C_Perspective_,@C_Perspective_,Tweet
@FckTrmp1,@WilcoMeThat,RT
@realvenusinfurs,@AltNatParkSer,RT
@DamianDuke3,@StephenAtHome,RT
@twinkpiece,@twinkpiece,Tweet
@jonlen1,@GovMikeHuckabee,RT
@klmccook,@biblioracle,RT
@neilh91,@wilw,RT
@rgspol,@nationaljournal,Reply
@Rustic_Fanfare,@SenWarren,Reply
@Rustic_Fanfare,@USDOL,Mention
@Heinzilla,@funder,RT
@Thisizhowwedoit,@CharlesMBlow,RT
@Davis_Rick,@SenatorPhD,RT
@DallasDerby,@marcorubio,Reply
@Pegtopm,@EdwardTHardy,RT
@rileylavender,@BernieSanders,RT
@kentpg,@kentpg,Tweet
@jaycedia,@amprog,RT
@MickBlair54,@AmyMek,RT
@56chichi56,@MMFlint,RT
@RichNj5,@simplywellcoach,RT
@RichNj5,@SenatorBurr,Mention
@bohemianmuse727,@jbendery,RT
@Shell_Mancuso,@SethMacFarlane,RT
@TBeaucoupe,@DeAnnSmithkc,RT
@KimHenke1,@StartedTweeting,RT
@Patrice_Carson,@BigAerosmithFan,Reply
@Patrice_Carson,@CherieannDuarte,Mention
@Patrice_Carson,@JamesPMorrison,Mention
@terrydappel,@theRza2u,RT
@terrydappel,@tonycamatto,Mention
@Llama_Strudel,@CharlesMBlow,RT
@ZuzelEchevarria,@FoxNews,RT
@ZuzelEchevarria,@PressSec,Mention
@ZuzelEchevarria,@VP,Mention
@skylardarel,@StephenAtHome,RT
@cc_yandian,@courtnxycoopxr,RT
@Liberty2Cynthia,@YoungDems4Trump,RT
@loellinz,@SethMacFarlane,RT
@MrsAdrienneBosh,@CharlesMBlow,RT
@think2018,@POTUSProf,RT
@RestlessNativ,@JuddLegum,RT
@JillianSesing,@HailleLaws,RT
@dmellieon,@GeorgeTakei,RT
@InSpiteOfTrump,@Richard_Schiff,RT
@davisxgilmore,@SethMacFarlane,RT
@adwoax,@alyssaharad,RT
@KyloKen_,@NasriNuffSaid,RT
@TheRealEricKish,@PalmerReport,RT
@feeonly77,@charliekirk11,RT
@YouCowardlyLion,@YouCowardlyLion,Tweet
@dahsawn,@StephenAtHome,RT
@queertracer,@BrianWithCheese,RT
@thelyd001,@goldengateblond,RT
@ClNEMACLUB,@TheAffinityMag,RT
@Bipartisanism,@Bipartisanism,Tweet
@Largenosed1,@jbrodie32,RT
@gmarieallen,@jobeckerhrw,RT
@ManWithoutPants,@ManWithoutPants,Tweet
@Jay_A_Patel_27,@Impeach_D_Trump,RT
@THESheilaDalton,@SenatorHassan,RT
@AdrianBFalcone,@CREDOMobile,RT
@AdrianBFalcone,@SenateGOP,Mention
@DianeRedtail30,@GeorgeTakei,RT
@LovetheUSA1776,@newtgingrich,RT
@LisaTerecita,@charliekirk11,RT
@danieltbrennan,@danieltbrennan,Tweet
@SamanthaHill927,@SethMacFarlane,RT
@alvarezmalory,@StephenAtHome,RT
@Myth0ughts_,@Pappiness,RT
@alyssareyes323,@KaivanShroff,RT
@mexicat__,@ItsDanSheehan,RT
@cjpaschall,@BrianWithCheese,RT
@greeniecw,@NBCNews,RT
@greeniecw,@NBCOUT,Mention
@MarlonCTaylor,@CharlesMBlow,RT
@ekdeplorable,@officialrobgray,RT
@biddyboop27,@jeffstrabone,RT
@FredUpWithItAll,@StephenAtHome,RT
@RobertGarland,@CharlesMBlow,RT
@leah1097,@ItsDanSheehan,RT
@blindjackbarker,@CREDOMobile,RT
@blindjackbarker,@SenateGOP,Mention
@hinatella,@1Lcampesino,RT
@fosterdickson,@fosterdickson,Tweet
@ToddHellsKitch,@thinkprogress,RT
@NathanTunell,@danpfeiffer,RT
@2Legit2quitBreZ,@StephenAtHome,RT
@tconner1776,@PostSchools,RT
@thrlvecoas,@BadassTeachersA,RT
@mskellijane,@brainpicker,RT
@AnnTBush,@POTUS,Reply
@AnnTBush,@BetsyDeVos,Mention
@gomeeeez22,@WaladShami,RT
@tashelle_d,@GeorgeTakei,RT
@DHMrs,@dandarling,RT
@ConstanceHaze,@RogueCPI,RT
@MalerieBrooke,@StephenAtHome,RT
@Blinzler,@thinkprogress,RT
@ElucidatingLine,@SenSanders,RT
@snugcheol,@stevesilberman,RT
@snugcheol,@xdelmar59,Mention
@ThisIsCharity,@SethMacFarlane,RT
@paradoxbravery,@kumailn,RT
@dangerousw26,@1Lcampesino,RT
@punditOcrat,@hrtablaze,RT
@noodle3310,@MMFlint,RT
@Shadowwinning,@SethMacFarlane,RT
@drive_my_CARly,@charliekirk11,RT
@drive_my_CARly,@SenatorDurbin,Mention
@EighthBlunder,@StephenAtHome,RT
@brookselaine70,@brookselaine70,Tweet
@micaellab_,@SOMEXlCAN,RT
@cluelesscomedy3,@JohnFugelsang,RT
@Morning_Coffey,@GeorgeTakei,RT
@Goldenpelt,@BrianWithCheese,RT
@labbysexy,@imillhiser,RT
@ladydshops,@ScottInSC,RT
@jacobhafley,@LivingBlueinRed,RT
@David_in_Dallas,@GeneMcVay,RT
@lisdwy,@CREDOMobile,RT
@lisdwy,@SenateGOP,Mention
@CaitontheLamb,@ALT_DOJ,RT
@Mr_RyMo,@catvalente,RT
@blondie11187,@MichaelSkolnik,RT
@tanquerayparade,@MikeIsaac,RT
@__UVbeats,@now7grandkids,RT
@PaigeB1997,@ChloeBennet4,RT
@derrickcrowe,@7im,RT
@rinchandaifan,@KamalaHarris,RT
@GordonGains,@1Lcampesino,RT
@GreenMtnSon,@YDP,RT
@kannjasper,@JCrongeyer,RT
@mellycontrary,@ItsDanSheehan,RT
@lovetamush,@Resistance_Feed,RT
@katie_eel,@rmayemsinger,RT
@WaveDolls,@TheLewisBlack,RT
@kairxe,@ItsDanSheehan,RT
@RealFoodChoice,@mcurryfelidae07,RT
@RealFoodChoice,@oliverdarcy,Mention
@MxHarperion,@jbendery,RT
@mizannie,@nojusticenopies,RT
@Shearere13,@charliekirk11,RT
@Shearere13,@SenatorDurbin,Mention
@ErengwaM,@BigStick2013,RT
@YankeeCuis,@HillaryClinton,Reply
@Butterfly4Am,@YoungDems4Trump,RT
@ericmjl,@SenatorPhD,RT
@Beaderino1,@EF517_V2,RT
@Beaderino1,@JuddLegum,Mention
@Beaderino1,@thinkprogress,Mention
@Stevets_,@Solzilla,RT
@The_Upcyclista,@ramonctaylor,RT
@cdhaycraft,@StephenAtHome,RT
@whitneyruthh,@BenjaminJS,RT
@BurySue,@ItsDanSheehan,RT
@JesseFalken,@StephenAtHome,RT
@dashadequeen,@PEARLfectChassi,RT
@Srarticuno,@BrianWithCheese,RT
@peewee007,@Elizasoul80,RT
@Lilacsinblosso1,@womensmarch,RT
@christheism,@_RickyMinaj,RT
@meowll0ry,@billyeichner,RT
@meowll0ry,@GOP,Mention
@pevamelo,@MMFlint,Reply
@MaryTapogna,@inspiredjen,RT
@KyndalSowers,@osudems,RT
@KyndalSowers,@senrobportman,Mention
@evolvevangelist,@ChristiChat,RT
@evolvevangelist,@SenatorColli,Mention
@Gislana449Susan,@sean_spicier,RT
@1hokiegal,@jbendery,RT
@iporem,@kkjordan,RT
@skuribrena,@skuribrena,Tweet
@AlexandraNReece,@ALT_DOJ,RT
@awright18,@wilw,RT
@GottaBernNow,@GeorgeTakei,RT
@hess_92,@_lifestyled,RT
@tuesweet2,@DemsTalk,RT
@JamesDallas9175,@JamesDallas9175,Tweet
@DebraRoy,@StephenAtHome,RT
@pmdevine,@wilw,RT
@guxcciii,@latimes,RT
@LisaGod59591536,@AltNatParkSer,RT
@KParkPasztor,@SenSanders,RT
@DanTrogdonBooks,@StephenAtHome,RT
@reevynap,@thinkprogress,RT
@KirkHeim,@ndrewmarin,RT
@JOEROWE409,@AmyMek,RT
@Lilgreenfox,@kumailn,RT
@BellaCosetta,@ParkerMolloy,RT
@akamisspink,@StefanP89,RT
@Absence09,@wilw,RT
@lrsphm,@antiviolence,RT
@steeler1828,@TeaPainUSA,RT
@lilaaye,@SethMacFarlane,RT
@davidbianciardi,@esheikh_,RT
@NathanTunell,@Travon,RT
@incognito998,@EdwardTHardy,RT
@PhilduranJ,@OurRevolution,RT
@amypawlus,@ALT_DOJ,RT
@amypawlus,@AltNatParkSer,Mention
@n0nsequitarian,@DeAnnSmithkc,RT
@winky_frown,@alyssaharad,RT
@rannah_h0se,@PerryFellow,RT
@somewhatalady,@JoeBerkowitz,RT
@pwpgarden,@SenFranken,RT
@maldrenew,@maldrenew,Tweet
@jmp_nyc,@StephenAtHome,RT
@NHousteau,@AltNatParkSer,RT
@TiporTiff,@amprog,RT
@AngusMa22376370,@fxnopinion,RT
@AngusMa22376370,@MichaelPetrilli,Mention
@AngusMa22376370,@educationgadfly,Mention
@catlee1980,@ChristiChat,RT
@catlee1980,@SenatorColli,Mention
@GloriaGoogleInc,@JohnFugelsang,RT
@Katiepult,@ChloeBennet4,Reply
@UnderHL3,@LeahR77,RT
@tejano611,@repubmillennial,RT
@shellygorham,@SenSanders,RT
@pandatege,@kumailn,RT
@perryleewoodjr,@SethMacFarlane,RT
@aplemkseriously,@TylerACherry,RT
@Wylerenzo,@daveanthony,RT
@JandG1975,@SenateMajLdr,Reply
@MJarchowTWCNews,@MJarchowTWCNews,Tweet
@ellie_guardiola,@SethMacFarlane,RT
@Subdiva,@GeorgeTakei,RT
@CherryPipster,@CherryPipster,Tweet
@SoulBrother_89,@edsbs,RT
@succsessphil,@AmyMek,RT
@WontBeSilent2,@GeorgeTakei,RT
@GhostLaceKillah,@sigggnasty,RT
@scottypac,@StephenAtHome,RT
@WM212121,@WM212121,Tweet
@SVHelenaP,@MikeIsaac,RT
@bitchcharm,@BruceBartlett,RT
@marygbrightside,@ALT_DOJ,RT
@PamelaJacobson2,@bennydiego,RT
@tessabusswitz16,@KevyAndrews,RT
@mojogeno,@stevesilberman,RT
@mojogeno,@xdelmar59,Mention
@graciesbells,@MichaelSkolnik,RT
@draweiner,@CREDOMobile,RT
@draweiner,@SenateGOP,Mention
@rougevierge,@wilw,RT
@EserehtYabenle,@The_Dailey,RT
@EserehtYabenle,@BetsyDeVos,Mention
@katrinagoc,@pattonoswalt,RT
@Magicknegro,@Magicknegro,Tweet
@MumBot2000,@CraigRozniecki,RT
@MinSch,@glyph500words,RT
@Ashmashxox,@RowanBlanchard,RT
@BretC62,@ALT_DOJ,RT
@flyboy80498,@wilw,RT
@aox_25,@jobeckerhrw,RT
@missvivi73,@AltNatParkSer,RT
@MG_Rich,@jonfavs,RT
@MG_Rich,@JeffFlake,Mention
@MG_Rich,@DeanH,Mention
@Simply_MrsBell,@amprog,RT
@dw399,@Impeach_D_Trump,RT
@dayan45s,@ALT_DOJ,RT
@nickypetersen,@CharlesMBlow,RT
@BlakeBarnes12,@SenSanders,RT
@mynameisnerl,@ALT_DOJ,RT
@mynameisnerl,@AltNatParkSer,Mention
@ConcertkidO,@BernieSanders,RT
@kshovlin,@RogueCPI,RT
@DREAMGIRLK8,@AltNatParkSer,RT
@reallyo1,@AmyMek,RT
@RNRArkansas,@RNRArkansas,Tweet
@SuzieQt154320,@SenatorTimScott,RT
@TraciLN1164,@MrSpock2017,RT
@Al36483341,@hairhofla,RT
@Al36483341,@miaminew,Mention
@Lisaallenfitnes,@MrSpock2017,RT
@JocelyneJaime,@JocelyneJaime,Tweet
@mkung08,@HesterBlum,RT
@mkung08,@SenToomey,Mention
@Bronze_Dog,@RubyCodpiece,RT
@Bronze_Dog,@QnAllThings,Mention
@resistancegurl,@MMFlint,Reply
@Shannon_WIE,@Pappiness,RT
@Ash_Dunne,@Ash_Dunne,Tweet
@tejida,@Pappiness,RT
@ssoek58,@BernieSanders,RT
@davisxgilmore,@brianklaas,RT
@taobrotom,@PennLive,RT
@sam__aria,@GeorgeTakei,RT
@KimHenke1,@AntonioArellano,RT
@KimHenke1,@BetsyDeVos,Mention
@chris_2percent,@dreamslikemoths,RT
@stonecreekdev,@AmyMek,RT
@TacoBellCantina,@7im,RT
@AlirahChristi,@bax_books,RT
@AlirahChristi,@CoryBooker,Mention
@AlirahChristi,@deray,Mention
@allyspens18,@eickhoffphil,RT
@lieslraethomas,@OnionPolitics,RT
@dfphetteplace,@RepPaulMitchell,Reply
@deesurgtec,@sean_spicier,RT
@SLPsforAmerica,@SethMacFarlane,RT
@ChelseyWrites,@linzsports,RT
@ChelseyWrites,@linzsports,Mention
@NathanTunell,@deray,RT
@TheFourthJesse,@Resistance_Feed,RT
@alexequalsmoney,@kumailn,RT
@zoeswensong,@ALT_DOJ,RT
@Simba_Sethi,@StephenAtHome,RT
@NayWrites,@LivingBlueinRed,RT
@mkung08,@AP_Politics,RT
@pedskr,@Impeach_D_Trump,RT
@Nancylyn1,@pharris830,RT
@Nancylyn1,@miamine,Mention
@jackhank624,@StephenAtHome,RT
@GrahamCClark,@jacremes,RT
@mollyday15,@Corporatocrazy,RT
@shoofle,@ALT_DOJ,RT
@cinnamoncamille,@Toure,RT
@TonyGreyGoose,@TonyGreyGoose,Tweet
@caroline_moira,@caroline_moira,Tweet
@cserenestyle,@thehill,RT
@cooking_spirit,@zegar1234,Reply
@cooking_spirit,@zeezer99,Mention
@cooking_spirit,@TwitterMoments,Mention
@dpriest,@dpriest,Tweet
@J_likesbigbutts,@SenJohnMcCain,Reply
@Fabbysothermom,@SethMacFarlane,RT
@Austin_Baney,@pattonoswalt,RT
@CBruce716,@RogueNASA,RT
@CBruce716,@gizmodo,Mention
@MrTramueL,@MrTramueL,Tweet
@aleftylefty,@JordanUhl,RT
@elyon113,@tonyposnanski,RT
@SchoolMarm7,@SchoolMarm7,Tweet
@eklu65,@brajadurai,RT
@saigatenozu,@JoyAnnReid,RT
@NoDistortions,@Green_Footballs,RT
@NoDistortions,@DrJillStein,Mention
@AraceliGuardad1,@mister_CMS,RT
@Ridz_Mystique,@Ridz_Mystique,Tweet
@TaylorCat55,@karsss_12,RT
@shranalay,@shranalay,Tweet
@MickBlair54,@AmyMek,RT
@recupsec,@Impeach_D_Trump,RT
@bad__scientist,@LabSplice,RT
@fischnitz,@lisamurkowski,Mention
@joetwi2,@TEN_GOP,RT
@asteris,@wilw,RT
@bhaklava,@nycjayjay,RT
@Funnyflower30,@MichaelSkolnik,RT
@gdohlke79,@rweingarten,RT
@gdohlke79,@nytimes,Mention
@carolfromindy,@carolfromindy,Tweet
@kaywhyem,@NormOrnstein,RT
@JoeDeFranco,@charliekirk11,RT
@JoeDeFranco,@SenatorDurbin,Mention
@kristianlaliber,@thinkprogress,RT
@Snowflake35,@SethMacFarlane,RT
@missjxcksn,@missjxcksn,Tweet
@magsmeyy,@marcuspaige5,RT
@blondie11187,@Impeach_D_Trump,RT
@jdm3377,@SethMacFarlane,RT
@Gh05tWr1Ter,@marcorubio,Reply
@skipMastersFurr,@RogueCPI,RT
@tomdoorley,@ItsDanSheehan,RT
@tomgreff,@MMFlint,RT
@MJBodary,@TheDemocrats,RT
@darylbjones,@SenatorPhD,RT
@legitwaldorf,@SethMacFarlane,RT
@renedugar,@danpfeiffer,RT
@NKCoverGrrl,@danpfeiffer,RT
@thatgirlmsshe,@stevesilberman,RT
@thatgirlmsshe,@xdelmar59,Mention
@thelomax,@OwensDamien,RT
@ChynnaFuller27,@jackantonoff,RT
@mbfieldsgood,@stevesilberman,RT
@mbfieldsgood,@xdelmar59,Mention
@bigplaincircle,@YoungDems4Trump,RT
@MakinItRein,@SethMacFarlane,RT
@candyknip,@JoyAnnReid,RT
@VaaaaneTH,@stevesilberman,RT
@VaaaaneTH,@xdelmar59,Mention
@Herbst_Hahn,@yashar,RT
@JessieLou123,@AnnieSomeone,RT
@dianemcaul,@amprog,RT
@DangerousDebra,@andrewjgregor,RT
@amanda_glover,@amanda_glover,Tweet
@Saya_relativity,@randyprine,RT
@Saya_relativity,@BenSasse,Mention
@cmdrdbleagle,@cmdrdbleagle,Tweet
@PatVPeters,@PatVPeters,Tweet
@lester_knopf_,@lester_knopf_,Tweet
@JesseFalken,@SethMacFarlane,RT
@TLPCon,@Jamesski86,Reply
@TLPCon,@Mike_Gee_99,Mention
@TLPCon,@stolmeier,Mention
@TLPCon,@SethMacFarlane,Mention
@Niiteiko,@YourAnonNews,RT
@vcboston,@POTUS,RT
@Forbrydelsenfan,@theRza2u,RT
@Forbrydelsenfan,@tonycamatto,Mention
@bigskigor1,@Heritage,RT
@NathanTunell,@jonfavs,RT
@NathanTunell,@JeffFlake,Mention
@NathanTunell,@DeanH,Mention
@oldawnie,@SenAlexander,Reply
@MGahannon,@NolteNC,RT
@SC99Fly4Fun,@FoxNews,RT
@SC99Fly4Fun,@PressSec,Mention
@SC99Fly4Fun,@VP,Mention
@hippiewitch420,@TheDailyEdge,RT
@TrumpRising22,@TrumpRising22,Tweet
@_eyezick_,@_eyezick_,Tweet
@ToddMcMackon,@ItsDanSheehan,RT
@Christinastelly,@jonathanjewel,RT
@Christinastelly,@sendeanheller,Mention
@Christinastelly,@nealpatel22,Mention
@Volldal,@StephenAtHome,RT
@najahhakeem,@SethMacFarlane,RT
@JeffLandfield,@JeffLandfield,Tweet
@CindyArmy,@Arizona_Strong,RT
@CindyArmy,@JeffFlake,Mention
@winky_frown,@Pogue,RT
@JoleeDubois,@MMFlint,RT
@Dogger55,@JohnFugelsang,Reply
@__UVbeats,@girlsreallyrule,RT
@annamlily,@SenatorBaldwin,RT
@smahaydock,@Pamela_Moore13,RT
@olliepies,@ShamsaAhmed,RT
@take2smiles,@voxdotcom,RT
@TheRealEricKish,@StartedTweeting,RT
@josh_wolford,@SethMacFarlane,RT
@personalloot,@tobosbunny,RT
@personalloot,@HillaryClinton,Mention
@personalloot,@DNC,Mention
@EriLynnWilliams,@EriLynnWilliams,Tweet
@Skippy1484,@Skippy1484,Tweet
@wyknott,@jbendery,RT
@skylardarel,@SethMacFarlane,RT
@HannaReduto,@KyleKulinski,RT
@HannaReduto,@RandPaul,Mention
@vfran951,@vfran951,Tweet
@TheVeritable,@mattyglesias,RT
@lovnlife502003,@LibertyNews1776,RT
@lovnlife502003,@VP,Mention
@vc_democrats,@vc_democrats,Tweet
@ThievingCat,@BrianWithCheese,RT
@Lead_thru_Love,@reed_lawson,RT
@Lead_thru_Love,@ThomTillis,Mention
@BethSunfall,@BethSunfall,Tweet
@Cynthia_Person,@ArmyTopKick,RT
@Cynthia_Person,@SenJohnMcCain,Mention
@DellaBCronin,@ewrobelen,RT
@DellaBCronin,@PoliticsK12,Mention
@Liquidska,@ALT_DOJ,RT
@elfgail1,@TribecaFilmIns,RT
@RelentlesslyUU,@brianklaas,RT
@mayread3,@Green_Footballs,RT
@mayread3,@DrJillStein,Mention
@coaltown_mom,@tonyposnanski,RT
@IAmVylette,@GeorgeTakei,RT
@lorenkosa,@mitchellvii,RT
@whatswrongwth,@StephenAtHome,RT
@stay_gold909,@TanaHargest,RT
@deepbluecea,@LibyaLiberty,RT
@Lucian_Lutrae,@StephenAtHome,RT
@traciemom,@StephenAtHome,RT
@AlexandraKama,@ItsDanSheehan,RT
@tammycavs23,@PersianCeltic,RT
@coiewcats,@kurteichenwald,RT
@A_Cra2ed_Zombie,@Manders051,RT
@ComleyKyle,@esheikh_,RT
@LeoGreenberg2,@SethMacFarlane,RT
@haute_cinq,@RVAwonk,RT
@1ScottGoldberg,@GeorgeTakei,RT
@eyeofthestory,@JuddLegum,RT
@nothinbutbabs,@RowanBlanchard,RT
@TCuccio,@SenatorTimScott,RT
@FardigJudith,@deray,RT
@womenstrongnow,@ericgarland,Reply
@womenstrongnow,@politico,Mention
@GrasshopperHF,@Impeach_D_Trump,RT
@oliviahenstein,@StarTribune,RT
@Rodshannon,@The_Dailey,RT
@Rodshannon,@BetsyDeVos,Mention
@AndyPhelps2,@SethMacFarlane,RT
@ann_G10be,@SethMacFarlane,RT
@Science_Reigns,@Science_Reigns,Tweet
@LaPajamas,@funder,RT
@LaPajamas,@foxnews,Mention
@jwahjwah,@ALT_DOJ,RT
@jwahjwah,@AltNatParkSer,Mention
@DannyClayton,@secystate,Reply
@DannyClayton,@mathyouerickson,Mention
@tyleramartin,@thinkprogress,RT
@gritsandguac,@SethMacFarlane,RT
@kahiealo,@itzzkait,RT
@Twitlertwit,@chitaskforce,RT
@allvotesarein,@BernieSanders,RT
@thenameisStein,@ItsDanSheehan,RT
@Jessiebailin,@StephenAtHome,RT
@brnglbrt,@jacobinmag,RT
@MeaganLeigh14,@SethMacFarlane,RT
@STOR_Aaron,@queer_de,RT
@Barbaralee21Lee,@newtgingrich,RT
@Conankun66,@saladinahmed,RT
@guxcciii,@EriKagamiSews,RT
@cbwaszak,@AltNatParkSer,RT
@michaelsen_erik,@kumailn,RT
@JWalkingIsCool,@JWalkingIsCool,Tweet
@AgeJustNumbers,@mdimarco,RT
@AgeJustNumbers,@Alyssa_Milano,Mention
@AgeJustNumbers,@lisamurkowski,Mention
@AgeJustNumbers,@SenatorCollins,Mention
@springyardsale,@YoungDems4Trump,RT
@pacsgirl36,@YoungDems4Trump,RT
@snowflake_proud,@funder,RT
@KennethVDuncan,@KennethVDuncan,Tweet
@so_heiko,@sheelpatel11,RT
@hunter3124,@OhNoSheTwitnt,RT
@AdriOfTheDead,@LabSplice,RT
@Matt_Grigsby,@sarahohmygod,RT
@robinnlynnc,@SJSchauer,RT
@dontforget365,@Richard_Schiff,RT
@Martha_Link,@Pogue,RT
@RatchetRoom115,@LaurenSobecki,RT
@Kimmaria37,@MichaelSkolnik,RT
@hhvrrera,@deray,RT
@Unity_Coach,@Cloner223,RT
@rtpuppydog,@Green_Footballs,RT
@rtpuppydog,@DrJillStein,Mention
@SmokeyNN,@LibyanBentBladi,RT
@SmokeyNN,@mi,Mention
@reallyo1,@AmyMek,RT
@anamcmoran,@catvalente,RT
@maryann_penza,@AmyMek,RT
@gkgguy,@AltNatParkSer,RT
@NBarkley6,@NBarkley6,Tweet
@supra1Bqteam,@supra1Bqteam,Tweet
@deathbytang,@WineGumLady,RT
@deathbytang,@puppymnkey,Mention
@Brian_Holden,@thinkprogress,RT
@deltamike8387,@TheHRH,RT
