Column1,Column2,Column3
@agaffneyiehl,@GeorgeTakei,RT
@karl_johnson1,@jlr0714,RT
@karl_johnson1,@marcorubio,Mention
@Dburkholder13,@benshapiro,Reply
@terian225,@GeorgeTakei,RT
@vhh1525,@danpfeiffer,RT
@BusyMommaJ,@charliekirk11,RT
@BusyMommaJ,@SenatorDurbin,Mention
@illB_Me,@StephenAtHome,RT
@alexisisbestest,@EugeneLeeYang,RT
@AndreAvillez,@JenniferMusial,RT
@eyebrowqueeen,@ALT_DOJ,RT
@BecMcLellan,@brianklaas,RT
@AuntMorphriska,@brianklaas,RT
@PhilJSpinksART,@7thzach,RT
@PhilJSpinksART,@theshockers10,Mention
@PhilJSpinksART,@SethMacFarlane,Mention
@Gwonderdog,@FlaDems,RT
@Gwonderdog,@marcorubio,Mention
@jeffpartain,@CraigCons,RT
@randy_dahl,@ItsDanSheehan,RT
@howjohns123,@charliekirk11,RT
@sarahcuppett,@jbendery,RT
@yanachoen,@funder,RT
@ghiririch,@SethMacFarlane,RT
@MaTianCai,@joss,RT
@just_joanne,@SethMacFarlane,RT
@nancyrubin,@wilw,RT
@cathyNmimi,@GeorgeTakei,RT
@Critter_Doc,@igorvolsky,RT
@sassyemmy3,@missLtoe,RT
@theresamax,@naretevduorp,RT
@theresamax,@SenJohnMcCain,Mention
@theresamax,@LindseyGrahamSC,Mention
@directorrector,@LabSplice,RT
@liberalsmith,@JohnFugelsang,RT
@foodrefuge,@Sej_Singh,RT
@GaiaL6,@StephenAtHome,RT
@grantmeaccess,@AnnieWaldman,RT
@queenozymandias,@jacremes,RT
@cferrer777,@ScottPresler,RT
@DJKatie888,@SteveDeaceShow,Reply
@DJKatie888,@benshapiro,Mention
@DJKatie888,@ShannonJoyRadio,Mention
@jibberkit,@SethMacFarlane,RT
@realMattBoyd,@ALT_DOJ,RT
@jarrod_twitR,@ItsDanSheehan,RT
@thatfishkid,@StephenAtHome,RT
@ImmortalRambo,@BenjaminJS,RT
@beckybrodnax,@wilw,RT
@david_hourin,@OnionPolitics,RT
@dana_dee,@LabSplice,RT
@PegFrigo,@thinkprogress,RT
@timscarl,@lisamurkowski,Reply
@MeliR143,@T_Bonezzz_,RT
@Orlaf4,@Orlaf4,Tweet
@VelvaDStevenson,@YoungDems4Trump,RT
@VelvaDStevenson,@SenatorCollins,Mention
@VelvaDStevenson,@lisamurkowski,Mention
@beeboobopbip,@beeboobopbip,Tweet
@BarryKathyJ,@JewhadiTM,RT
@tuxsye,@SethMacFarlane,RT
@BindibooDJ,@AltNatParkSer,RT
@hes153ter,@Impeach_D_Trump,RT
@ciaobellaalora,@ciaobellaalora,Tweet
@CarrieFromPI,@Doc_68W_,RT
@kathlee06188462,@ALT_DOJ,RT
@kathlee06188462,@AltNatParkSer,Mention
@WilLisaGraham,@jane0dell,RT
@xfelk,@BrianWithCheese,RT
@zombie_esq,@LibyaLiberty,RT
@docmartin22,@wilw,RT
@scorpion_king69,@StephenAtHome,RT
@MarciAdilman,@ALT_DOJ,RT
@stellaqueen1,@itzzkait,RT
@Mythey,@Alt_DeptofED,RT
@Kvng_Willis,@brianklaas,RT
@TraciRoux,@JohnLeguizamo,RT
@chrisruiz2015,@GeorgeTakei,RT
@AyoCDASH,@ALT_DOJ,RT
@GlutenQueen,@jeremyscahill,RT
@JaSaMorgan,@DanaGoldstein,RT
@pirateroh,@pirateroh,Tweet
@oncee,@gordongee,RT
@RuthSample,@AltNatParkSer,RT
@LaurenLavittNYC,@AltNatParkSer,RT
@Goldni,@Goldni,Tweet
@_JohnPawl_,@mommatortuga,RT
@alienspice,@Rob_Rogers,RT
@pamsky65,@Green_Footballs,RT
@heyJuliaJohns,@heyJuliaJohns,Tweet
@melvyl,@Brick_04,RT
@ludimar47,@POTUS,RT
@robin_locksmith,@SethMacFarlane,RT
@TerraDragon13,@brianklaas,RT
@ninaSSS,@growing0up0girl,RT
@GretchenMHunt,@thehuntinground,RT
@MStinso51278711,@MStinso51278711,Tweet
@neveenmarsioo,@DKMatai,RT
@wvhones,@wlabovitz,Reply
@wvhones,@thehill,Mention
@RoughNReady1,@SenSanders,RT
@thomas694,@Oginam_tv,Reply
@thomas694,@onesarahjones,Mention
@thomas694,@NewRepublic,Mention
@SleepyEndymion,@BrianWithCheese,RT
@HabitStyle,@Richard_Schiff,RT
@carol_ccornett,@carol_ccornett,Tweet
@learn2swim442,@AltNatParkSer,RT
@elbell_11,@Travon,RT
@itsryface,@ashly_burch,RT
@PreppersMatch,@TEN_GOP,RT
@melnina708,@melnina708,Tweet
@brian_flagg,@Smooth_Orator,RT
@Rhinosgirl74,@MMFlint,RT
@KingJemeryas,@bradlander,RT
@na9er160,@na9er160,Tweet
@RowenaGreen,@Alt_DeptofED,RT
@CoachRenate,@kw4congress,RT
@BlueCatTwo,@RogueNASA,RT
@BlueCatTwo,@gizmodo,Mention
@dampweb,@GeorgeTakei,RT
@Sergey_Sergey_G,@brianklaas,RT
@v_baricevic,@AliceEvansGruff,RT
@MeeestarCoke,@SethMacFarlane,RT
@TinaGillmor,@danpfeiffer,RT
@mizwizmizwiz,@TheLewisBlack,RT
@Jess_M_Brallier,@arhomberg,RT
@Mistress_Jan,@IMPL0RABLE,RT
@missEmilyCheree,@itzzkait,RT
@dkmoll,@garystager,RT
@Angrybell,@DavidMastio,RT
@MonicaRenee7292,@MonicaRenee7292,Tweet
@LizSmith63,@KGBVeteran,RT
@TheHawkeyedOne,@TheHawkeyedOne,Tweet
@5user59,@MMFlint,RT
@Queennihilist,@BrianWithCheese,RT
@CaityBransby,@ItsDanSheehan,RT
@SimonCapewell99,@stevesilberman,RT
@SimonCapewell99,@xdelmar59,Mention
@BrookeCompton_,@jobeckerhrw,RT
@lilbird77,@StephenAtHome,RT
@SunshineCowger,@StephenAtHome,RT
@RealSeanFintak,@YoungDems4Trump,RT
@SLMRebeiro,@SLMRebeiro,Tweet
@KahlerSabrina,@BigStick2013,RT
@lonegamer78,@_lifestyled,RT
@JasBarrera,@TheSpaceGal,RT
@gdlga,@ErickFernandez,RT
@LynnWieman,@StopTrump2020,RT
@costman77,@oliverdarcy,RT
@costman77,@rilaws,Mention
@SarahPieczy1,@democracy4ppl,RT
@matbo2,@jonathanjewel,RT
@matbo2,@sendeanheller,Mention
@matbo2,@nealpatel22,Mention
@mary_webb_,@ItsDanSheehan,RT
@Its_MekaBaaaby,@Its_MekaBaaaby,Tweet
@UCSB_OakleyLab,@jdgrsn,RT
@FonteRodrigues,@MMFlint,RT
@EspeOppenheimer,@SethMacFarlane,RT
@Goddyleader,@TEN_GOP,RT
@oohsprkly,@BrianWithCheese,RT
@deesurgtec,@jeremyscahill,RT
@TankWitch,@StephenAtHome,RT
@Razzlenrose,@DailySignal,RT
@ninaliangg,@RowanBlanchard,RT
@KenDiesel,@KenDiesel,Tweet
@ally_tothe_G,@vicenews,RT
@jemgirl86,@StephenAtHome,RT
@joojoobee49,@danpfeiffer,RT
@MoreCrazyTalk,@Amy_Siskind,RT
@ToSFanax,@jbendery,RT
@IndivisibleBgky,@JCrongeyer,RT
@PSUCommRadio,@PSUCommRadio,Tweet
@arendtfan,@rosemhook,RT
@arendtfan,@SenBobCorker,Mention
@arendtfan,@SenTedCruz,Mention
@arendtfan,@SenOrrinHatch,Mention
@arendtfan,@SenJohnBarrasso,Mention
@DoItLikeTori,@brianklaas,RT
@ToJustGo,@funder,RT
@NCResist,@AltNatParkSer,RT
@AshrumtheBlack,@joss,RT
@Deb_Clink,@jeremyscahill,RT
@Zellie66,@Richard_Schiff,RT
@janettecampos_,@PRESlDENTBANNON,RT
@thatgirlfrmOhio,@MMFlint,RT
@CelesteHeadlee,@AtlantaNewsFeed,RT
@dieb1948,@TrumpPence45,RT
@deb4liberty,@oliverdarcy,RT
@deb4liberty,@rilaws,Mention
@OmahaDC,@HalfOnionInABag,RT
@JTSunday,@StephenAtHome,RT
@kdhindes,@ALT_DOJ,RT
@myohmaya7,@SethMacFarlane,RT
@dustyray32,@AndyBottoms,Reply
@realdinaldtrumf,@realdinaldtrumf,Tweet
@emilyr0es,@ALT_DOJ,RT
@BlacknTassled,@BlacknTassled,Tweet
@Jill_Gregory,@sjredmond,RT
@Mr601,@SethMacFarlane,RT
@AtreiyaN7,@PalmerReport,RT
@shaunlester27,@GeorgeTakei,RT
@Blue_81,@roxforman,RT
@Blue_81,@mike_pence,Mention
@LisbonVirgo,@HalfOnionInABag,RT
@redpandavibes,@ChloeBennet4,RT
@cinnamoncamille,@1Lcampesino,RT
@edisoncummings_,@edisoncummings_,Tweet
@poopertricks,@catvalente,RT
@NancyKellyMart1,@SenatorDurbin,Reply
@Goddyleader,@TEN_GOP,RT
@cre8ivetype,@Impeach_D_Trump,RT
@darrylstephens,@darrylstephens,Tweet
@grammiecarole,@Pamela_Moore13,RT
@fredgthegreat,@BigStick2013,RT
@ldhancock1,@FiveRights,RT
@visforvaleria,@StephenAtHome,RT
@Skyles1Dsw,@BernieSanders,RT
@CammyMcKenzle,@JohnLeguizamo,RT
@Mxggie16,@JustLolatalkin,RT
@ehmihlee_,@thinkprogress,RT
@Pensota,@Green_Footballs,RT
@melicerimovic,@melicerimovic,Tweet
@TruthTeamOne,@JuddLegum,RT
@plymouthpeople,@SenatorCollins,Reply
@BillieO2,@funder,RT
@BillieO2,@foxnews,Mention
@equine_dvm,@StephenAtHome,RT
@MaidenSammaiden,@tonyposnanski,RT
@hrebz,@hrebz,Tweet
@AlbanThurston,@funder,RT
@jad6000,@MLBOIG,RT
@KimHenke1,@StephenAtHome,RT
@NewsPuppet,@NewsPuppet,Tweet
@EmercerTex,@JohnCornyn,Reply
@SueMoenius,@StarTribune,RT
@SueMoenius,@alfranken,Mention
@Tom_Devos_,@rickygervais,RT
@SailorDemocracy,@DKMatai,RT
@JimsHughes,@DailyCaller,Reply
@andrewkuta4,@fxnopinion,RT
@andrewkuta4,@MichaelPetrilli,Mention
@andrewkuta4,@educationgadfly,Mention
@monaghan_robin,@SethMacFarlane,RT
@Fells_Point,@kumailn,RT
@largecoarsefern,@AltNatParkSer,RT
@justin_powers1,@Hes_Not_Here,RT
@nancypreuss,@StarTribune,RT
@nancypreuss,@alfranken,Mention
@gottabelouis,@shannonrwatts,RT
@gottabelouis,@LaurenJauregui,Mention
@JohnMason18,@funder,RT
@HokieHoos,@HouseGOP,Mention
@PatiOrtega1971,@SenateDems,RT
@JamesDallas9175,@JamesDallas9175,Tweet
@ChildhoodHIST,@audreywatters,RT
@3loudosboys,@Millennial_Dems,Mention
@andrewricci12,@StephenAtHome,RT
@jkcassie,@EriKagamiSews,RT
@BrenJann,@wilw,RT
@justjoe727,@stevebenen,RT
@Spellbound2686,@BernieSanders,RT
@FATAL_Gemini,@1Lcampesino,RT
@peg1955,@wilw,RT
@dnrevel,@Diane_7A,RT
@glickmanX,@owillis,RT
@Himynameisevan1,@stevesilberman,RT
@Himynameisevan1,@xdelmar59,Mention
@mariebmorris,@duarteamanda,RT
@Charlilk,@LibyaLiberty,RT
@stellaqueen1,@AltNatParkSer,RT
@beaureed2,@JuddLegum,RT
@KsKM3,@DrRubidium,RT
@ohdonnad14,@danpfeiffer,RT
@liljaxbigbuds,@Solzilla,RT
@TheCannen15,@stevesilberman,RT
@TheCannen15,@xdelmar59,Mention
@finedistraction,@Magicknegro,RT
@FLUFFYEGGPLANTS,@iamsophiedawson,RT
@mrswinte,@AltNatParkSer,RT
@DebHedani,@charliekirk11,RT
@mafipeti,@AmyMek,RT
@DanafromCT,@Richard_Schiff,RT
@ashley_bell,@NewsCPR,RT
@lilbird77,@Pappiness,RT
@MarkFFlint,@MarkFFlint,Tweet
@personalloot,@jdgrsn,RT
@rev_avocado,@LibyaLiberty,RT
@OctoberRust75,@OurRevolution,RT
@Conankun66,@1Lcampesino,RT
@meorsomeonelike,@GeorgeTakei,RT
@linnberg32,@RogueNASA,RT
@linnberg32,@gizmodo,Mention
@_x_equals,@1Lcampesino,RT
@loriandallie,@MMFlint,RT
@aarontaouma,@aarontaouma,Tweet
@DawnQuesarrah,@SuperUltraDude,RT
@DawnQuesarrah,@SenJohnMcCain,Mention
@ReuniteOlitz,@jfreewright,RT
@britbaker721,@StephenAtHome,RT
@JoyceCarolOates,@Green_Footballs,RT
@JaclynRogers,@TribecaFilmIns,RT
@AWiseLatina,@LivingBlueinRed,RT
@PrepCrew15,@ALT_DOJ,RT
@PrepCrew15,@AltNatParkSer,Mention
@SharonJ44257163,@DemsTalk,RT
@NoyzeSmythe,@AnnieSomeone,RT
@theproman23,@ALT_DOJ,RT
@khcopeland1,@politico,RT
@khcopeland1,@BetsyDeVos,Mention
@deesurgtec,@billyeichner,RT
@deesurgtec,@GOP,Mention
@JackBarton1995,@rohmontgomery,RT
@aurarivera11171,@joesryan,RT
@aurarivera11171,@alex_goodman,Mention
@aurarivera11171,@SenTedCruz,Mention
@LibertyBelleJ,@ChrisMurphyCT,RT
@kelseamoore,@huntigula,RT
@ninaliangg,@StephenAtHome,RT
@webbhayes,@jasonesteves,RT
@bitchyologist,@Amy_Siskind,RT
@JigglyPants44,@girlsreallyrule,RT
@Lorna7Mcleod,@peterdaou,Reply
@Lorna7Mcleod,@jaketapper,Mention
@JessicaFeijoo1,@yashar,RT
@JessicaFeijoo1,@drjillste,Mention
@leapof,@jeremyscahill,RT
@esheelu_,@hayleyyjay,RT
@MogPlayer,@tauriqmoosa,RT
@whatifisaidit,@CharlesMBlow,RT
@lipsticktimmi,@TheAffinityMag,RT
@karmitage2,@CREDOMobile,RT
@karmitage2,@SenateGOP,Mention
@pamsky65,@GeorgeTakei,RT
@JoshClements403,@SethMacFarlane,RT
@Phusaza,@WaywardWinifred,RT
@kuriouskit,@Elizasoul80,RT
@56jakesmom,@YoungDems4Trump,RT
@mikayladreyer,@Green_Footballs,RT
@wandaluwho,@kylegriffin1,RT
@XoduzMidnight,@GeneMcVay,RT
@paurenlardo,@SethMacFarlane,RT
@JordanNoDiddy_,@bennydiego,RT
@Welptheresthat,@People4Bernie,RT
@MisheeMore,@LabSplice,RT
@madattackkk,@StephenAtHome,RT
@xtooline,@billmckibben,RT
@MendallMendall1,@The_Trump_Train,RT
@CoachSoderling,@StephenAtHome,RT
@caeruame,@alyssaharad,RT
@labsmanfromPA,@PrayHealourland,RT
@JamesHghm,@SouthLoneStar,RT
@JamesHghm,@POTUS,Mention
@JamesHghm,@mike_pence,Mention
@Goddyleader,@TEN_GOP,RT
@miracleguppy,@MikeCrapo,Reply
@miracleguppy,@SenatorRisch,Mention
@miracleguppy,@johnthune,Mention
@miracleguppy,@SenToomey,Mention
@miracleguppy,@SenJohnMcCain,Mention
@miracleguppy,@SenAlexander,Mention
@miracleguppy,@SenatorBurr,Mention
@miracleguppy,@ChrisCoons,Mention
@miracleguppy,@RoyBlunt,Mention
@AnonBruja,@Pres_Bartlet,RT
@KarenTookeyCoff,@fredchever,RT
@KarenTookeyCoff,@marcorubio,Mention
@KarenTookeyCoff,@AltDptEducation,Mention
@Chloe221199,@SethMacFarlane,RT
@MercedesSayWhat,@ReadingWhileBlk,RT
@thentherespaul,@thentherespaul,Reply
@doitforthelulz,@StephenAtHome,RT
@NickBrinley,@Brentweets,RT
@xoxpurplejaixox,@Travon,RT
@All100Senators,@SenDonnelly,RT
@WriteAboutTheat,@JustinSacramone,RT
@AppStateJen,@AppStateJen,Tweet
@missunitedface,@missunitedface,Tweet
@GregPangborn,@POTUS,Reply
@gjruiz66,@JohnCornyn,Reply
@TransComics,@BrianWithCheese,RT
@marGOAT_,@marGOAT_,Tweet
@ShehabKamal73,@leahmcelrath,RT
@radio_format,@catvalente,RT
@0sweetblasphemy,@PersianCeltic,RT
@AltUSPressSec,@Impeach_D_Trump,RT
@Patriots74,@ChloeBennet4,RT
@csamartin,@SethMacFarlane,RT
@Anypocalypse,@goldengateblond,RT
@BriannaJaniceG,@GeorgeTakei,RT
@C_Leda412,@Diane_7A,RT
@istuetzle,@sarahljaffe,RT
@pjianek,@StephenAtHome,RT
@gmanziii,@gmanziii,Tweet
@RoughNReady1,@SenSanders,RT
@NathanTunell,@pattymo,RT
@christiangideon,@gabykirschner,RT
@Bronze_Dog,@RubyCodpiece,RT
@JudgeNathan,@JYSexton,RT
@tabithameep,@PaperClippe,RT
@RobertAttaway,@USATODAY,Reply
@RobertAttaway,@realDonaldTrump,Mention
@her74FJ40,@Alt_DeptofED,RT
@Flaydanz,@FoxNews,RT
@Flaydanz,@MeghanMcCain,Mention
@Flaydanz,@BetsyDeVos,Mention
@MartheReed1,@VP,Reply
@dawn_ley,@SethMacFarlane,RT
@_big_dubs_,@SenSanders,RT
@maggie_reader,@ChrisMurphyCT,RT
@TJacksonBristol,@TheJLV,RT
@TJacksonBristol,@EduColorMVMT,Mention
@jengate,@wilw,RT
@SuzukiT20,@SuzukiT20,Tweet
@itsdakotah,@danpfeiffer,RT
@SectyHarris,@michellemalkin,Reply
@SectyHarris,@CBSPhilly,Mention
@billhayward,@stevesilberman,RT
@billhayward,@xdelmar59,Mention
@dmy3320,@SethMacFarlane,RT
@AimeeHelfand,@SethMacFarlane,RT
@sesharps,@JordanUhl,RT
@Chan_to_the_Ho,@RogueNASA,RT
@Chan_to_the_Ho,@gizmodo,Mention
@dayan45s,@dayan45s,Tweet
@DaciaRae83,@GeorgeTakei,RT
@JessAbolafia,@washingtonpost,RT
@ProChoiceGMA,@Moo57556470,RT
@adiehl11,@Travon,RT
@James_S_Murphy,@arotherham,RT
@glickmanX,@TylerACherry,RT
@Fells_Point,@SethMacFarlane,RT
@CesarDaPleaser9,@LeCrave_,RT
@kak089,@PaperClippe,RT
@LynnWieman,@MMFlint,RT
@urbanomy_nyc,@urbanomy_nyc,Tweet
@Lillyyoga58,@ALT_DOJ,RT
@Lillyyoga58,@AltNatParkSer,Mention
@hisokarnorow,@BrianWithCheese,RT
@AmandaAnnKlein,@Pogue,RT
@dt_simba333,@danpfeiffer,RT
@CJPDoyle,@LivingBlueinRed,RT
@RobertH01920864,@1Lcampesino,RT
@sweatsinhello,@owillis,RT
@jeff_speicher,@FrankConniff,RT
@TheNewErikT93,@bessbell,RT
@TheNewErikT93,@VP,Mention
@TheNewErikT93,@BetsyDeVos,Mention
@SenWhitehouse,@jimmyj48125,RT
@SenWhitehouse,@SenWhitehouse,Mention
@JoeBold7,@JoeBold7,Tweet
@harrijosa2,@StephenAtHome,RT
@TrendStyleDaily,@TrendStyleDaily,Tweet
@ellescarbrough,@ItsDanSheehan,RT
@SuperFilly123,@RVAwonk,RT
@jennyw_123,@washingtonpost,RT
@AuntFannysPants,@YoungDems4Trump,RT
@BladeRunner2Guy,@anthonypizzuto,RT
@BSAFunds,@BSAFunds,Tweet
@HabitStyle,@CharlesMBlow,RT
@Laurennpourinn,@ItsDanSheehan,RT
@swedishcrepes,@swedishcrepes,Tweet
@BUNNlCULA,@BrianWithCheese,RT
@yasminjuliet,@StephenAtHome,RT
@BrettWright,@jobeckerhrw,RT
@brycew1ll,@StephenAtHome,RT
@AustinBassi,@ALT_DOJ,RT
@nickypetersen,@Impeach_D_Trump,RT
@findianajones,@AltNatParkSer,RT
@BINJURED,@kurteichenwald,RT
@HolleSharon,@mmpadellan,RT
@trystero11,@JoshMalina,RT
@Fourthandwrong,@AltNatParkSer,RT
@MikeeMort,@ramonctaylor,RT
@tarasmckey,@tarasmckey,Tweet
@queeeen_DEE,@SethMacFarlane,RT
@TsnSaltydog,@SenDonnelly,Reply
@TsnSaltydog,@FoxNews,Mention
@00angryelf,@RogueCPI,RT
@KEscribble,@Green_Footballs,RT
@nivey,@KamalaHarris,RT
@damnpamfromnamm,@RedwoodGirl,RT
@julianjuliani,@LibyaLiberty,RT
@Rueddaa,@KobeBrown_,RT
@scoov,@wilw,RT
@Jamesshawncald2,@DaveNYviii,RT
@egarreau,@TylerACherry,RT
@Lindaquackenbus,@AmyMek,RT
@StefanHaboeck,@StefanHaboeck,Tweet
@OsamaBinRollin,@TwitterMoments,RT
@NoFascistsPls,@fredchever,RT
@NoFascistsPls,@marcorubio,Mention
@NoFascistsPls,@AltDptEducation,Mention
@kh_nc1,@ALT_DOJ,RT
@kh_nc1,@AltNatParkSer,Mention
@RWwatchMA,@ruthie_poole,RT
@REReader,@SethMacFarlane,RT
@Jess_M_Brallier,@arhomberg,RT
@TheGrimCorsair,@Green_Footballs,RT
@BethDebrot,@rkylesmith,RT
@RosemaryOMall33,@ParkerMolloy,RT
@Khari_FN_Lester,@adamjohnsonNYC,RT
@Bethalicious86,@1Lcampesino,RT
@Darrelllunches,@SJSchauer,RT
@ohdonnad14,@bennydiego,RT
@Big_Red1333,@GeorgeTakei,RT
@spearfishmonkey,@jalloyd4,RT
@JohnAllon,@BernieSanders,RT
@johnnyBgutter,@tonyposnanski,RT
@RubabHassanali,@keithboykin,RT
@JocelynRish,@JocelynRish,Tweet
@silverdragon347,@OffStageJobs,RT
@TRUMANCAPOTE10,@ChrisMurphyCT,RT
@gaymon_dana,@NAACP_LDF,RT
@bodega_gyro_ao,@CharlesMBlow,RT
@jess_sal98,@EugeneLeeYang,RT
@eurovermeer,@eurovermeer,Tweet
@jrosy2,@StephenAtHome,RT
@xwordy,@LabSplice,RT
@nikkieb232,@ItsDanSheehan,RT
@donkilmer,@charlescwcooke,RT
@KateLinker1,@bradlander,RT
@jakesboxerdogs,@keithboykin,RT
@ddt_L1957,@MMFlint,RT
@AAAron333,@funder,RT
@jessicax37,@SethMacFarlane,RT
@Preach_Council,@ABCPolitics,RT
@JM11111,@AmyMek,RT
@KeejayOV2,@clickbaitrobot,RT
@bohemianmuse727,@CharlesMBlow,RT
@KingJemeryas,@nealcarter,RT
@1ceUpon8ime,@1ceUpon8ime,Tweet
@that5hit_CrAY,@StephenAtHome,RT
@dohboi75,@JohnFugelsang,RT
@peg1955,@GeorgeTakei,RT
@GigaWalrus,@senrobportman,Reply
@fknrightchicago,@weprogressives,RT
@HarshMuffin,@RichardBSpencer,RT
@jonathan4242,@BrianWithCheese,RT
@blessedjester,@blessedjester,Tweet
@ptankshultz,@ChaseMit,RT
@RaeAnna_16,@Phil_Lewis_,RT
@MightyChin,@MightyChin,Tweet
@turingenginenet,@RandPaul,Reply
@turingenginenet,@SenateMajLdr,Mention
@pokergod420,@johngramlich,RT
@emilydoessports,@kevinheaslip,RT
@Ari_2000_gg,@ALT_DOJ,RT
@rdowner21,@TheLewisBlack,RT
@YourNeighbor57,@GeorgeTakei,RT
@Rightist1982,@DaniSButcher,RT
@WellmanOne,@HispanicsTrump,RT
@michaelrowe9879,@StephenAtHome,RT
@burkelisa,@latimes,RT
@capefearchris,@AmyMek,RT
@pamsky65,@MMFlint,RT
@candistratton,@KaivanShroff,RT
@Griffith4of10,@YoungDems4Trump,RT
@Griffith4of10,@SenatorCollins,Mention
@Griffith4of10,@lisamurkowski,Mention
@agetchel87,@Jasonfest,RT
@trudiemonk,@RoyBlunt,Reply
@mauldin_laura,@Furgie68,RT
@brunodaddy,@ItsDanSheehan,RT
@antoinettegalas,@ALT_DOJ,RT
@nycdoemom,@CREDOMobile,RT
@nycdoemom,@SenateGOP,Mention
@TrumpLaney,@TEN_GOP,RT
@breakingcf,@breakingcf,Tweet
@kcdubz,@MrSpock2017,RT
@zoewhittall,@LibyaLiberty,RT
@aaczupryn,@samscenarist,RT
@aaczupryn,@miami,Mention
@stephescamilla7,@OnionPolitics,RT
@Burn0321,@stevesilberman,RT
@Burn0321,@xdelmar59,Mention
@MaidenSammaiden,@1Lcampesino,RT
@ArleneAmd,@BKorda,RT
@Panchitolionman,@gogreen18,RT
@HondoWayne,@wilw,RT
@YouRAmazingRK,@YouRAmazingRK,Tweet
@bulbas0r,@bulbas0r,Tweet
@FxckinSergio,@Pappiness,RT
@halborski,@HesterBlum,RT
@halborski,@SenToomey,Mention
@turner_jean,@politico,RT
@turner_jean,@BetsyDeVos,Mention
@GregPangborn,@realDonaldTrump,Reply
@EdwardHeil1,@KamalaHarris,RT
@themadisonstarr,@Pres_Bartlet,RT
@craiger_s,@TheToddWilliams,RT
@KempenShalini,@YoungDems4Trump,RT
@alinatede,@TheRoot,RT
@DoctorMcCoy2017,@RepAdamSchiff,RT
@DoctorMcCoy2017,@usedgov,Mention
@cleveland_kl,@wilw,RT
@JessPugnacious,@RogueNASA,RT
@JessPugnacious,@gizmodo,Mention
@ptoomey67,@PatToomey,Reply
@_TCDC_,@latimes,RT
@HoosierLady05,@INDems,RT
@MNettiePalmer,@MrGoalie35,RT
@emilydoessports,@kevinheaslip,RT
@KeraMoMusic,@StartedTweeting,RT
@LaughingIguana,@JohnFugelsang,RT
@KassidyStumbo,@KassidyStumbo,Tweet
@shannbro44,@realDonaldTrump,Reply
@suzyq0517,@GodsMigraine,RT
@aobajousaikai,@BrianWithCheese,RT
@Phillygirl1441,@therealezway,RT
@mondoabsurdo,@brainpicker,RT
@InezBordeaux,@LabSplice,RT
@agedneverold,@CharlesMBlow,RT
@TheWriteSteph,@thewayoftheid,Reply
@onnaa7,@breddy_gud,RT
@Bexterous,@Bexterous,Tweet
@NormaConnors,@VengeanceIsOurs,RT
@GrumpyKatKat801,@mitchellvii,RT
@grannymurfles,@washingtonpost,RT
@tashtheo,@_RickyMinaj,RT
@TheObjective_es,@TheObjective_es,Tweet
@inner_be,@RogueNASA,RT
@inner_be,@gizmodo,Mention
@JayDofMo,@BrianWithCheese,RT
@callmeryu,@BrianWithCheese,RT
@jelpernw,@jelpernw,Tweet
@ssavaannahhh,@SethMacFarlane,RT
@SenDonnelly,@SenDonnelly,Tweet
@mrsmcfadden2,@SayHillYes,RT
@mrsmcfadden2,@MarcoRubio,Mention
@harry_beagle,@Impeach_D_Trump,RT
@Lisa00011122,@TPPatriots,RT
@Lisa00011122,@washtimes,Mention
@KarenRobu,@Impeach_D_Trump,RT
@ToddWysocki,@BernieSanders,RT
@_ObiMoo,@SethMacFarlane,RT
@unverxed,@GeorgeTakei,RT
@mindaika,@mindaika,Tweet
@ViragoHarradin,@SpeakerRyan,Reply
@DebiFranklin1,@DrJillStein,Reply
@DebiFranklin1,@washingtonpost,Mention
@deesurgtec,@_CasanovaJr,RT
@sassyemmy3,@naretevduorp,RT
@sassyemmy3,@SenJohnMcCain,Mention
@sassyemmy3,@LindseyGrahamSC,Mention
@CrusaderTrump,@charliekirk11,RT
@CrusaderTrump,@SenatorDurbin,Mention
@daydaydavis,@ItsDanSheehan,RT
@sandradavis07,@GeorgeTakei,RT
@Lemang01,@KimStrassel,RT
@sansastone,@bradlander,RT
@jaysonbuford,@jaysonbuford,Tweet
@yvettedube,@StephenAtHome,RT
@BroitsRNASTY_9,@ItsDanSheehan,RT
@RoyaltyClinton,@thehill,RT
@TeddyHarris,@TeddyHarris,Tweet
@apgfd12,@CREDOMobile,RT
@apgfd12,@SenateGOP,Mention
@BadassCharlene,@SethMacFarlane,RT
@Lhucyo,@DiscreetLatino,RT
@SabaAthif,@fredchever,RT
@SabaAthif,@marcorubio,Mention
@SabaAthif,@AltDptEducation,Mention
@Al36483341,@fomasoul,RT
@Al36483341,@tola_rf,Mention
@SuperFilly123,@ramonctaylor,RT
@THEryanplummer,@MacDaddy611,RT
@Eunacis,@Felix_Clay,RT
@ladyteemo,@GeorgeTakei,RT
@rangerbrittnie,@Pappiness,RT
@officialbobahin,@TheAffinityMag,RT
@TheobaldSprague,@wilw,RT
@besawl3,@SethMacFarlane,RT
@janethawks,@KaivanShroff,RT
@corrinybug,@corrinybug,Tweet
@HabitStyle,@Green_Footballs,RT
@aaronisnotcool,@aaronisnotcool,Tweet
@chazyn,@nesimac,RT
@chazyn,@marcorubio,Mention
@IamKim4Real,@brianklaas,RT
@SweetYetSassy13,@katya_zamo,RT
@sashanako,@ALT_DOJ,RT
